time(sec), throughput(req/sec), avg_lat(ms), min_lat(ms), 25th_lat(ms), median_lat(ms), 75th_lat(ms), 90th_lat(ms), 95th_lat(ms), 99th_lat(ms), max_lat(ms), tp (req/s) scaled,,time(sec), throughput(req/sec) 5, avg_lat(ms) 5,, throughput(req/sec) 6, avg_lat(ms) 6
5595,278.8,1302.247,999,1016.951,1017.589,1018.336,1026.063,1058.828,25373.356,25759.654,0.001,,,,,,,
5600,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5605,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5610,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5615,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5620,8.6,1926.384,999.925,1201.524,1236.02,2733.701,3709.861,3709.883,3710.035,3710.035,0.001,,,,,,,
5625,306.6,1064.199,999.491,1016.802,1017.445,1018.283,1026.968,1067.399,4483.78,4602.49,0.001,,,,,,,
5630,303.4,1137.728,999.334,1016.829,1017.557,1019.589,1058.868,1126.971,10593.305,11711.783,0.001,,,,,,,
5635,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5640,1.4,2695.669,2117.13,2792.03,2792.05,2792.139,2792.173,2792.173,2792.173,2792.173,0,,,,,,,
5645,16.2,1929.374,1000.273,1708.301,2066.482,2125.834,2276.119,2329.783,2334.996,2334.996,0.001,,,,,,,
5650,19.2,1936.894,1000.557,1833.773,1958.758,2174.956,2351.03,2775.825,2776.322,2776.322,0.001,,,,,,,
5655,17.4,1834.081,1000.522,1726.361,1883.737,2033.582,2324.305,2325.51,2325.532,2325.532,0.001,,,,,,,
5660,17.2,1861.125,1000.268,1817.251,1917.184,2008.62,2033.201,2150.408,2151.698,2151.698,0.001,,,,,,,
5665,140,1107.24,999.606,1016.579,1017.294,1018.205,1508.742,1851.092,2008.765,2008.893,0.001,,,,,,,
5670,142,1474.087,999.579,1016.495,1017.255,1017.947,1025.736,1060.318,21435.237,21436.591,0.001,,,,,,,
5675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5680,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5685,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5690,10.6,2343.542,1309.969,1625.265,2183.682,3333.053,3334.113,3391.722,3391.786,3391.786,0,,,,,,,
5695,328,1051.18,999.282,1016.64,1017.341,1018.126,1026.394,1050.588,1158.424,4231.428,0.001,,,,,,,
5700,386.4,1070.48,999.273,1016.685,1017.303,1018.076,1026.811,1066.995,1201.482,6912.015,0.001,,,,,,,
5705,46.4,1054.573,1000.603,1016.78,1025.481,1059.768,1154.52,1167.814,1283.604,1283.682,0.001,,,,,,,
5710,763.4,1019.796,999.263,1016.473,1017.224,1017.85,1025.311,1027.51,1149.391,1267.916,0.001,,,,,,,
5715,837.2,1018.698,999.256,1016.387,1017.099,1017.706,1025.118,1027.319,1092.181,1101.513,0.001,,,,,,,
5720,826.4,1018.948,996.102,1016.472,1017.159,1017.867,1025.605,1034.091,1092.194,1160.344,0.001,,,,,,,
5725,529.4,1030.271,999.472,1016.802,1017.982,1023.411,1064.857,1117.111,1239.06,1285.6,0.001,,,,,,,
5730,541.6,1028.709,999.281,1019.517,1020.889,1023.337,1061.831,1078.83,1173.264,1208.753,0.001,,,,,,,
5735,689.4,1022.998,999.657,1018.479,1019.519,1020.908,1029.533,1061.088,1086.286,1206.724,0.001,,,,,,,
5740,531.8,1034.059,999.466,1018.12,1019.049,1019.978,1028.983,1053.119,1087.53,3190.738,0.001,,,,,,,
5745,350.8,1038.468,999.645,1017.612,1018.572,1020.216,1084.702,1145.838,1465.517,1507.933,0.001,,,,,,,
5750,349.4,1046.423,999.398,1017.708,1018.672,1026.033,1060.053,1100.695,1691.594,2412.495,0.001,,,,,,,
5755,175.8,1092.332,999.763,1017.587,1018.455,1020.052,1047.797,1076.908,4863.501,4872.834,0.001,,,,,,,
5760,179.6,1354.497,999.717,1017.761,1018.642,1020.167,1051.027,1084.495,19630.399,19631.476,0.001,,,,,,,
5765,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5770,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5775,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5780,411,1041.025,999.709,1017.375,1018.251,1019.624,1030.191,1058.755,2206.678,2416.481,0.001,,,,,,,
5785,415.2,1034.776,999.484,1017.453,1018.311,1020.022,1068.033,1110.792,1473.197,1588.447,0.001,,,,,,,
5790,406,1078.13,999.376,1017.347,1018.159,1019.282,1052.167,1102.255,1535.925,7388.66,0.001,,,,,,,
5795,1.8,1082.118,1003.989,1100.029,1100.344,1101.202,1101.211,1101.211,1101.211,1101.211,0.001,,,,,,,
5800,456.4,1037.2,999.332,1017.205,1018.175,1026.569,1083.211,1101.047,1489.068,1646.461,0.001,,,,,,,
5805,481.4,1030.523,999.322,1017.219,1017.882,1018.944,1051.625,1091.314,1490.849,1536.797,0.001,,,,,,,
5810,354.4,1044.946,999.339,1016.942,1017.676,1018.869,1054.512,1093.422,1144.857,3405.177,0.001,,,,,,,
5815,451.4,1166.193,999.306,1016.781,1017.563,1018.648,1027.976,1100.314,1697.581,20933.177,0.001,,,,,,,
5820,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5825,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5830,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5835,238.4,1018.599,999.6,1016.758,1017.358,1018.097,1025.724,1027.388,1091.883,1100.274,0.001,,,,,,,
5840,108.4,1809.227,998.506,1016.743,1017.313,1018.098,1025.899,1058.651,27848.874,27849.283,0.001,,,,,,,
5845,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5850,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5855,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5860,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5865,280.4,1028.932,999.3,1016.652,1017.507,1021.02,1061.985,1093.565,1186.446,1317.343,0.001,,,,,,,
5870,87,1417.926,999.659,1016.599,1017.237,1017.742,1018.365,1025.888,11992.293,11992.344,0.001,,,,,,,
5875,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5880,15,1857.491,1000.445,1841.967,1958.672,2050.084,2068.041,2385.507,2385.602,2385.602,0.001,,,,,,,
5885,17.8,1874.977,1000.525,1875.961,1959.244,2026,2090.448,2091.654,2091.951,2091.951,0.001,,,,,,,
5890,20.6,1811.474,1000.278,1817.527,1892.084,2017.9,2041.685,2109.105,2109.492,2109.554,0.001,,,,,,,
5895,18.8,1843.613,1001.255,1783.752,1908.605,2016.728,2103.017,2108.999,2110.105,2110.105,0.001,,,,,,,
5900,17.4,1902.137,999.968,1907.392,2067.249,2159.568,2175.875,2325.734,2325.822,2325.822,0.001,,,,,,,
5905,287.8,1249.035,999.95,1016.539,1017.255,1017.879,1025.731,1034.993,21365.139,21858.106,0.001,,,,,,,
5910,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5915,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5920,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5925,7,2415.572,999.157,2116.438,2117.939,3049.538,3050.183,3050.19,3051.422,3051.422,0,,,,,,,
5930,222.8,1058.639,999.501,1016.577,1017.204,1017.807,1025.454,1202.467,2333.654,2334.947,0.001,,,,,,,
5935,148,1317.888,999.322,1016.628,1017.375,1017.922,1027.456,1051.167,14941.592,14950.354,0.001,,,,,,,
5940,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
5945,3.4,1414.28,1002.727,1393.165,1393.357,1500.285,1500.336,1501.433,1501.433,1501.433,0.001,,,,,,,
5950,468.2,1032.676,999.659,1016.593,1017.239,1018.166,1063.806,1142.843,1283.884,1327.075,0.001,,,,,,,
5955,581.8,1027.123,999.398,1016.933,1018.386,1024.123,1057.857,1081.764,1139.453,1235.271,0.001,,,,,,,
5960,584,1026.97,999.105,1019.486,1020.918,1023.185,1055.186,1071.819,1144.542,1173.331,0.001,,,,,,,
5965,676.2,1023.207,999.462,1018.582,1019.78,1021.169,1031.636,1061.381,1088.031,1186.327,0.001,,,,,,,
5970,467.6,1056.499,999.224,1018.436,1019.33,1020.71,1029.598,1063.069,1154.637,5987.741,0.001,,,,,,,
5975,143,1041.569,999.888,1018.024,1019.049,1035.679,1107.632,1126.953,1396.201,1397.767,0.001,,,,,,,
5980,305.8,1050.604,999.388,1018.089,1019.066,1020.493,1103.696,1129.293,2326.979,2386.726,0.001,,,,,,,
5985,502.2,1033.607,999.683,1017.766,1018.631,1020.122,1051.975,1075.256,1527.47,1556.61,0.001,,,,,,,
5990,372,1043.777,999.331,1017.602,1018.452,1025.442,1101.554,1135.018,1642.835,1862.048,0.001,,,,,,,
5995,339,1041.728,999.504,1017.513,1018.251,1019.332,1051.782,1110.828,1202.568,2662.848,0.001,,,,,,,
6000,328.8,1078.565,998.914,1017.047,1017.819,1018.791,1051.107,1133.638,1516.519,6066.224,0.001,,,,,,,
6005,268,1022.116,999.472,1016.994,1017.72,1018.611,1027.519,1076.126,1110.251,1134.906,0.001,,,,,,,
6010,13.2,2226.573,1000.626,1016.699,1023.988,1176.973,5884.919,5943.268,5943.356,5943.356,0,,,,,,,
6015,299,1340.649,999.434,1016.877,1017.592,1018.246,1028.157,1083.79,30663.082,30706.711,0.001,,,,,,,
6020,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6025,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6030,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6035,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6040,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6045,319,1077.05,999.564,1016.766,1017.406,1018.164,1026.605,1059.38,6430.164,6514.586,0.001,,,,,,,
6050,40.4,1026.22,1000.175,1016.645,1017.283,1018.198,1067.601,1068.522,1093.206,1093.258,0.001,,,,,,,
6055,349.4,1045.425,999.462,1016.806,1017.408,1018.154,1026.334,1050.919,1201.686,3927.323,0.001,,,,,,,
6060,266.6,1065.816,999.331,1016.692,1017.38,1018.602,1075.474,1274.412,2018.257,2220.44,0.001,,,,,,,
6065,5,16159.212,1000.671,1901.32,24284.209,24285.362,24286.478,24286.499,24286.505,24286.505,0,,,,,,,
6070,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6075,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6080,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6085,20.8,1148.662,1000.897,1085.251,1134.621,1208.537,1258.636,1258.708,1259.827,1260.055,0.001,,,,,,,
6090,341.8,1072.392,999.573,1016.611,1017.314,1018.224,1032.863,1092.172,1167.309,6291.06,0.001,,,,,,,
6095,345.4,1018.767,999.565,1016.656,1017.292,1017.942,1022.02,1027.405,1076.635,1125.309,0.001,,,,,,,
6100,26.6,3927.569,999.959,1016.87,1017.887,1029.127,25122.228,25197.245,25197.306,25198.379,0,,,,,,,
6105,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6110,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6115,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6120,112,1018.07,999.212,1016.379,1017.205,1017.637,1018.646,1027.598,1091.829,1091.867,0.001,,,,,,,
6125,253.6,1261.341,999.406,1016.654,1017.17,1017.857,1026.244,1059.96,20172.089,20273.522,0.001,,,,,,,
6130,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6135,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6140,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6145,355.6,1160.862,999.443,1016.713,1017.344,1018.157,1025.852,1050.971,1167.299,16766.443,0.001,,,,,,,
6150,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6155,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6160,176.6,1023.737,998.127,1016.73,1017.43,1018.213,1026.626,1074.983,1134.719,1201.451,0.001,,,,,,,
6165,570.6,1106.068,998.891,1016.696,1017.292,1018.004,1025.767,1034.904,1092.779,16604.539,0.001,,,,,,,
6170,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6175,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6180,157.2,1020.286,999.532,1016.629,1017.252,1018.363,1029.638,1050.67,1077.79,1086.893,0.001,,,,,,,
6185,597.8,1125.289,998.144,1016.579,1017.324,1018.078,1026.386,1050.241,1085.025,20864.539,0.001,,,,,,,
6190,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6195,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6200,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6205,203.4,1023.621,999.785,1016.684,1017.337,1018.113,1027.411,1075.544,1150.546,1184.681,0.001,,,,,,,
6210,609.4,1113.017,994.892,1016.48,1017.162,1017.861,1025.864,1033.399,1125.717,18989.554,0.001,,,,,,,
6215,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6220,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6225,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6230,503.4,1021.143,999.518,1016.46,1017.129,1017.896,1026.221,1050.248,1157.401,1175.836,0.001,,,,,,,
6235,792.8,1019.844,999.463,1016.485,1017.142,1017.899,1025.731,1037.997,1092.548,1229.641,0.001,,,,,,,
6240,831.2,1018.846,999.596,1016.54,1017.216,1018.048,1025.937,1027.475,1084.759,1119.267,0.001,,,,,,,
6245,797.8,1019.694,998.99,1016.533,1017.153,1017.931,1026.153,1042.118,1092.791,1158.642,0.001,,,,,,,
6250,38.8,2467.336,999.91,1016.483,1016.846,1017.836,1026.649,18551.814,18669.897,18670.074,0,,,,,,,
6255,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6260,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6265,333.4,1020.715,999.748,1016.389,1016.973,1017.716,1025.909,1035.348,1167.301,1177.37,0.001,,,,,,,
6270,827.2,1018.966,996.774,1016.329,1017.034,1017.702,1025.677,1035.279,1083.682,1134.951,0.001,,,,,,,
6275,840.2,1018.669,996.054,1016.342,1017.034,1017.681,1025.618,1032.266,1077.218,1100.388,0.001,,,,,,,
6280,846.4,1018.503,999.559,1016.395,1017.032,1017.786,1025.391,1026.842,1083.669,1126.044,0.001,,,,,,,
6285,818.8,1019.182,998.541,1016.411,1017.09,1017.844,1025.585,1027.825,1092.108,1125.804,0.001,,,,,,,
6290,252.6,1212.538,999.688,1016.45,1017.003,1017.781,1025.667,1042.392,16226.526,16244.518,0.001,,,,,,,
6295,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6300,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6305,305,1033.877,999.417,1016.542,1017.37,1025.656,1086.131,1138.84,1191.323,1234.071,0.001,,,,,,,
6310,165.2,1335.152,1000.03,1022.237,1025.493,1047.535,1181.904,1274.582,15256.953,15268.432,0.001,,,,,,,
6315,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6320,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6325,84.4,1098.48,1000.055,1022.55,1031.489,1096.523,1226.016,1276.431,1952.38,1962.975,0.001,,,,,,,
6330,224.4,1253.387,999.46,1021.132,1022.811,1045.926,1114.867,1471.668,14725.117,14777.001,0.001,,,,,,,
6335,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6340,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6345,53.2,1132.139,999.992,1021.661,1062.468,1187.583,1395.265,1593.404,1612.848,1614.107,0.001,,,,,,,
6350,83.6,1253.038,999.834,1021.25,1022.669,1031.23,1123.713,2122.683,5764.914,5771.308,0.001,,,,,,,
6355,149.6,1072.105,999.694,1020.994,1023.304,1087.341,1148.713,1190.841,1608.114,1619.044,0.001,,,,,,,
6360,82,1532.251,999.619,1020.017,1020.775,1023.83,1062.281,1096.991,14019.678,14020.106,0.001,,,,,,,
6365,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6370,87.8,1073.014,1000.255,1019.447,1021.225,1030.162,1069.563,1111.844,2264.701,2273.777,0.001,,,,,,,
6375,272.8,1051.244,997.807,1019.514,1021.025,1037.559,1091.556,1172.872,1543.74,1597.04,0.001,,,,,,,
6380,93.4,1197.554,1000.216,1019.501,1020.699,1030.171,1114.585,1198.812,5811.205,5812.334,0.001,,,,,,,
6385,40.8,2131.196,999.968,1023.563,1034.867,1071.292,1141.958,14930.192,14931.362,14931.526,0,,,,,,,
6390,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6395,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6400,130.8,1116.905,999.584,1020.574,1024.017,1113.297,1209.17,1240.415,3212.696,3213.862,0.001,,,,,,,
6405,221.4,1105.212,999.699,1018.846,1020.129,1030.184,1119.307,1176.54,4995.281,5485.883,0.001,,,,,,,
6410,143,1792.168,999.713,1018.257,1019.227,1020.743,1064.371,1103.522,35007.463,35007.528,0.001,,,,,,,
6415,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6420,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6425,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6430,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6435,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6440,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6445,156.8,1205.284,999.327,1018.055,1018.838,1019.62,1027.989,1051.434,10035.705,10036.943,0.001,,,,,,,
6450,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6455,125.4,1053.572,1000.114,1018.065,1019.14,1051.995,1101.005,1235.408,1492.48,1493.69,0.001,,,,,,,
6460,77.2,1218.423,999.832,1018.29,1019.653,1177.527,1860.936,1944.699,2320.693,2320.74,0.001,,,,,,,
6465,21,1795.496,999.945,1776.015,1902.25,2030.273,2060.484,2061.666,2086.739,2086.75,0.001,,,,,,,
6470,18.6,1816.264,999.908,1793.415,1867.695,1985.474,2001.326,2001.431,2001.761,2001.761,0.001,,,,,,,
6475,16,1988.727,999.735,1878.255,2051.016,2194.07,2227.307,2451.952,2451.961,2451.961,0.001,,,,,,,
6480,77,1369.875,999.648,1017.541,1018.44,1019.225,1034.355,1253.458,9393.59,9393.611,0.001,,,,,,,
6485,115.2,1024.459,999.353,1017.463,1018.173,1018.778,1028.06,1101.555,1134.711,1135.873,0.001,,,,,,,
6490,289.4,1056.003,999.375,1017.414,1018.194,1019.347,1059.795,1118.378,3226.267,3269.799,0.001,,,,,,,
6495,226,1221.899,999.196,1017.408,1018.039,1019.302,1051.553,1085.995,14707.964,15227.36,0.001,,,,,,,
6500,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6505,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6510,15.4,1993.267,1000.404,1977.304,2027.483,2052.303,2184.789,2184.848,2186.024,2186.024,0.001,,,,,,,
6515,218.8,1216.918,998.759,1017.156,1017.831,1018.848,1050.823,1076.785,12810.259,12849.194,0.001,,,,,,,
6520,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6525,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6530,261.4,1236.631,999.358,1017.145,1017.819,1018.499,1026.469,1051.268,18803.796,18847.152,0.001,,,,,,,
6535,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6540,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6545,5.8,1119.986,1003.241,1109.79,1125.256,1126.541,1176.157,1176.192,1176.501,1176.501,0.001,,,,,,,
6550,544.2,1028.814,999.398,1017.069,1017.865,1025.407,1068.094,1092.671,1179.492,1252.604,0.001,,,,,,,
6555,647.8,1024.228,999.497,1016.799,1017.506,1018.269,1026.597,1059.595,1250.789,1368.832,0.001,,,,,,,
6560,810.6,1019.33,999.383,1016.652,1017.371,1018.11,1025.927,1042.388,1092.569,1110.202,0.001,,,,,,,
6565,838.6,1018.676,998.821,1016.549,1017.199,1017.924,1025.85,1034.425,1083.938,1102.4,0.001,,,,,,,
6570,667.6,1023.569,999.341,1017.32,1020.698,1023.084,1038.331,1060.932,1087.529,1111.917,0.001,,,,,,,
6575,678.6,1023.379,996.71,1018.988,1020.06,1021.241,1030.531,1061.281,1089.63,1129.558,0.001,,,,,,,
6580,659.2,1023.73,999.513,1018.023,1019.094,1020.392,1038.813,1062.18,1113.082,1180.743,0.001,,,,,,,
6585,743.8,1021.055,996.414,1017.66,1018.492,1019.383,1027.837,1052.376,1078.687,1189.997,0.001,,,,,,,
6590,171.4,1200.09,999.576,1017.597,1018.482,1019.355,1027.87,1051.944,10657.848,10675.395,0.001,,,,,,,
6595,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6600,207.2,1132.53,999.075,1017.361,1018.264,1021.295,1093.091,1133.515,7561.191,7591.909,0.001,,,,,,,
6605,37.2,1056.088,1000.309,1017.582,1019.396,1109.642,1126.947,1135.013,1177.229,1177.257,0.001,,,,,,,
6610,518.8,1030.498,999.186,1017.268,1018.034,1019.141,1058.624,1084.721,1376.752,1604.492,0.001,,,,,,,
6615,378.4,1126.313,999.424,1017.362,1018.076,1019.063,1036.032,1100.602,1569.603,12575.781,0.001,,,,,,,
6620,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6625,1.6,1242.383,1241.254,1242.423,1242.475,1242.731,1242.808,1242.808,1242.808,1242.808,0.001,,,,,,,
6630,474,1032.927,999.443,1016.857,1017.719,1018.772,1084.764,1125.842,1250.843,1597.187,0.001,,,,,,,
6635,397.2,1116.882,999.271,1016.844,1017.594,1018.208,1026.679,1101.589,1909.668,11926.876,0.001,,,,,,,
6640,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6645,11,1155.676,1000.436,1118.327,1159.901,1200.682,1266.702,1266.709,1266.819,1266.819,0.001,,,,,,,
6650,287.4,1112.039,999.381,1016.901,1017.632,1018.531,1034.453,1075.971,8793.207,8829.917,0.001,,,,,,,
6655,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6660,330.6,1110.216,999.531,1016.868,1017.418,1018.251,1033.87,1075.625,1126.824,10183.687,0.001,,,,,,,
6665,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6670,343.4,1139.334,999.357,1016.582,1017.299,1018.162,1027.119,1066.878,1109.075,13808.048,0.001,,,,,,,
6675,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6680,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6685,365,1046.972,999.526,1016.701,1017.24,1017.883,1025.288,1050.139,1100.323,4267.904,0.001,,,,,,,
6690,237.6,1041.351,999.736,1016.713,1017.499,1033.338,1124.039,1193.638,1227.546,1268.641,0.001,,,,,,,
6695,578.4,1093.514,996.248,1016.565,1017.192,1017.975,1026.886,1071.289,1701.775,13332.802,0.001,,,,,,,
6700,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6705,0,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-0.001,-1000,,,,,,,
6710,393.8,1057.31,996.766,1016.586,1017.283,1018.09,1026.581,1072.5,1150.468,5511.841,0.001,,,,,,,
6715,23,1117.309,1001.267,1067.234,1134.345,1166.2,1182.361,1183.462,1284.382,1284.522,0.001,,,,,,,
